	AT_vs_LM98	AT_vs_LUv2	LM98_vs_AT	LM98_vs_LUv2	LUv2_vs_AT	LUv2_vs_LM98
Lus10012537	1	0	1	1	0	1
Lus10041070	1	0	1	1	0	1
Lus10034930	1	0	1	1	0	1
Lus10012050	1	1	1	1	0	1
Lus10017102	1	1	1	1	0	1
Lus10019868	0	0	0	0	0	1
Lus10022212	0	0	1	1	0	1
Lus10024164	1	0	0	0	0	1
Lus10033550	1	1	1	1	0	1
Lus10023444	1	0	1	1	0	1
Lus10011194	1	1	1	1	0	1
Lus10029138	1	0	1	1	0	1
Lus10014943	1	1	1	1	0	1
Lus10028906	0	0	1	1	0	1
Lus10010961	1	1	1	1	0	1
Lus10030366	1	0	0	0	0	1
Lus10001293	1	1	1	1	0	1
Lus10017113	1	0	0	0	0	1
Lus10039678	1	1	1	1	0	1
Lus10002829	1	1	0	0	0	1
Lus10019210	0	0	1	1	0	1
Lus10017581	1	1	0	0	0	1
Lus10011242	1	0	1	1	0	1
Lus10012289	1	1	1	1	0	1
Lus10032780	1	0	1	1	0	1
Lus10011161	1	1	1	1	0	1
Lus10027406	0	0	0	1	0	1
Lus10007091	1	0	1	1	0	1
Lus10023950	1	1	0	0	0	1
Lus10009513	0	0	0	1	0	1
Lus10028113	1	0	1	1	0	1
Lus10038062	1	0	1	1	0	1
Lus10009674	1	0	0	1	0	1
Lus10001577	1	0	1	1	0	1
Lus10029557	1	0	1	1	0	1
Lus10021071	1	1	0	0	0	1
Lus10021263	1	1	1	1	0	1
Lus10034365	1	1	1	1	0	1
Lus10023724	1	0	0	0	0	1
Lus10038385	0	0	0	0	0	1
Lus10008464	1	1	1	1	0	1
Lus10031569	1	0	1	1	0	1
Lus10007973	1	0	1	1	0	1
Lus10012027	1	1	1	1	0	1
Lus10023059	1	1	1	1	0	1
Lus10031805	1	1	1	1	0	1
Lus10030311	0	0	1	1	0	1
Lus10034094	1	0	1	1	0	1
Lus10003742	1	0	0	0	0	1
Lus10003289	1	1	0	1	0	1
Lus10010463	1	0	1	1	0	1
Lus10030209	1	1	1	1	0	1
Lus10043209	1	1	1	1	0	1
Lus10008121	1	0	1	1	0	1
Lus10003235	1	0	1	0	0	1
Lus10028363	0	1	1	1	0	1
Lus10006029	1	0	1	1	0	1
Lus10005045	1	1	0	0	0	1
Lus10020851	1	1	0	1	0	1
Lus10042529	1	0	1	1	0	1
Lus10017881	1	0	1	1	0	1
Lus10034596	1	0	0	0	0	1
Lus10016029	0	0	1	1	0	1
Lus10030076	1	0	0	0	0	1
Lus10039178	0	0	0	0	0	1
Lus10001063	0	1	1	1	0	1
Lus10022599	1	1	1	1	0	1
Lus10032182	0	0	1	1	0	1
Lus10030044	1	1	1	1	0	1
Lus10040576	1	1	1	1	0	1
Lus10012500	1	1	0	0	0	1
Lus10028157	1	0	1	1	0	1
Lus10006229	1	0	1	1	0	1
Lus10000633	1	0	1	1	0	1
Lus10009160	1	1	1	1	0	1
Lus10028691	1	0	1	1	0	1
Lus10015996	0	0	0	0	0	1
Lus10004409	0	0	1	1	0	1
Lus10007531	1	0	1	1	0	1
Lus10022757	0	0	1	1	0	1
Lus10015133	1	1	0	0	0	1
Lus10025520	1	1	1	1	0	1
Lus10033651	1	0	1	1	0	1
Lus10015393	1	1	0	0	0	1
Lus10016856	0	0	1	1	0	1
Lus10021717	1	0	1	1	0	1
Lus10016388	1	0	1	1	0	1
Lus10037875	1	0	0	0	0	1
Lus10021144	1	0	1	1	0	1
Lus10031984	1	1	1	1	0	1
Lus10040597	1	0	1	1	0	1
Lus10022404	1	1	1	1	0	1
Lus10014245	1	0	1	1	0	1
Lus10032090	1	0	1	1	0	1
Lus10018170	0	0	1	1	0	1
Lus10025546	1	0	1	1	0	1
Lus10034096	1	1	1	1	0	1
Lus10043410	1	1	1	1	0	1
Lus10006246	1	1	1	1	0	1
Lus10019295	0	0	1	0	0	1
Lus10020092	0	0	1	1	0	1
Lus10017511	0	0	0	0	0	1
Lus10032863	1	0	1	1	0	1
Lus10004315	1	1	0	1	0	1
Lus10018243	1	0	1	1	0	1
Lus10014770	0	1	1	1	0	1
Lus10024598	1	0	1	1	0	1
Lus10026682	1	0	0	0	0	1
Lus10016021	0	0	0	0	0	1
Lus10042161	0	0	1	0	0	1
Lus10015020	0	0	1	1	0	1
Lus10019540	1	1	1	1	0	1
Lus10004314	1	0	1	1	0	1
Lus10026168	1	1	1	0	0	1
Lus10018684	1	1	1	1	0	1
Lus10030043	1	0	1	1	0	1
Lus10012192	1	1	0	0	0	1
Lus10003738	1	1	1	1	0	1
Lus10029353	1	1	1	0	0	1
Lus10024931	1	0	1	1	0	1
Lus10020624	1	1	0	0	0	1
Lus10038584	1	0	1	1	0	1
Lus10043140	1	0	1	1	0	1
Lus10018985	1	0	0	0	0	1
Lus10042554	1	1	1	1	0	1
Lus10010055	1	1	0	0	0	1
Lus10030799	0	1	1	1	0	1
Lus10000967	1	0	1	1	0	1
Lus10028383	1	1	0	0	0	1
Lus10014037	0	0	1	1	0	1
Lus10022155	0	0	0	0	0	1
Lus10020156	0	0	0	0	0	1
Lus10004152	0	0	0	0	0	1
Lus10016833	1	0	0	0	0	1
Lus10042484	1	1	0	0	0	1
Lus10011235	1	1	1	1	0	1
Lus10018115	1	1	0	1	0	1
Lus10011046	1	0	0	0	0	1
Lus10012318	0	0	0	0	0	1
Lus10036607	1	1	1	1	0	1
Lus10037800	1	0	1	1	0	1
Lus10037605	0	0	1	1	0	1
Lus10007380	1	0	1	1	0	1
Lus10021929	1	1	0	0	0	1
Lus10010442	1	1	1	1	0	1
Lus10031806	0	0	1	1	0	1
Lus10034321	0	0	1	1	0	1
Lus10028518	0	0	1	1	0	1
Lus10020564	1	1	1	1	0	1
Lus10006850	1	0	0	0	0	1
Lus10038480	1	1	1	1	0	1
Lus10023318	1	0	1	1	0	1
Lus10017494	0	0	0	0	0	1
Lus10018258	1	1	1	1	0	1
Lus10031488	1	0	1	1	0	1
Lus10005275	1	1	1	1	0	1
Lus10037851	0	0	0	0	0	1
Lus10004236	0	0	0	0	0	1
Lus10038315	1	1	1	1	0	1
Lus10017924	1	0	1	1	0	1
Lus10043118	1	0	1	1	0	1
Lus10025396	1	1	1	1	0	1
Lus10040188	1	1	1	1	0	1
Lus10021474	0	0	0	1	0	1
Lus10003456	1	1	0	1	0	1
Lus10023805	1	1	1	1	0	1
Lus10024732	1	0	1	1	0	1
Lus10016432	1	0	0	0	0	1
Lus10004065	0	1	1	0	0	1
Lus10006558	1	0	1	1	0	1
Lus10026425	0	0	0	0	0	1
Lus10028958	1	1	0	0	0	1
Lus10016406	0	0	0	0	0	1
Lus10026423	0	0	1	1	0	1
Lus10040212	1	0	1	1	0	1
Lus10030904	1	1	1	1	0	1
Lus10003108	1	0	1	1	0	1
Lus10039205	1	1	1	1	0	1
Lus10026326	1	0	1	1	0	1
Lus10027087	1	1	1	1	0	1
Lus10037412	1	1	1	1	0	1
Lus10012437	1	0	0	0	0	1
Lus10023265	1	1	1	1	0	1
Lus10043347	1	1	0	0	0	1
Lus10002496	1	0	0	0	0	1
Lus10020330	1	1	0	0	0	1
Lus10039305	0	0	1	1	0	1
Lus10016508	1	1	1	1	0	1
Lus10037445	0	0	1	1	0	1
Lus10019589	1	0	0	0	0	1
Lus10039613	1	1	0	0	0	1
Lus10015803	1	0	0	0	0	1
Lus10041479	0	0	1	0	0	1
Lus10013806	1	0	1	1	0	1
Lus10021612	1	0	1	1	0	1
Lus10031576	0	0	0	0	0	1
Lus10009867	1	1	1	1	0	1
Lus10011267	1	0	1	1	0	1
Lus10019780	1	0	1	1	0	1
Lus10033852	1	0	1	1	0	1
Lus10016736	0	0	0	0	0	1
Lus10035215	0	0	0	0	0	1
Lus10001093	1	0	1	1	0	1
Lus10033834	1	1	1	1	0	1
Lus10038964	1	0	1	1	0	1
Lus10024387	1	1	1	1	0	1
Lus10041147	1	0	1	1	0	1
Lus10011484	1	0	1	1	0	1
Lus10040713	1	0	1	1	0	1
Lus10004712	1	0	1	1	0	1
Lus10041455	1	0	1	0	0	1
Lus10030130	0	0	1	1	0	1
Lus10001092	0	0	1	1	0	1
Lus10028182	1	0	1	1	0	1
Lus10021251	1	0	1	1	0	1
Lus10040273	1	1	1	1	0	1
Lus10031501	1	0	0	1	0	1
Lus10016946	1	1	1	1	0	1
Lus10017042	1	1	1	1	0	1
Lus10036874	1	1	0	0	0	1
Lus10030528	1	0	1	1	0	1
Lus10001263	1	0	1	1	0	1
Lus10011659	1	0	1	1	0	1
Lus10039334	1	1	1	1	0	1
Lus10042325	0	0	0	0	0	1
Lus10012429	1	0	1	1	0	1
Lus10024773	0	0	1	1	0	1
Lus10007381	0	0	0	0	0	1
Lus10001332	1	1	1	1	0	1
Lus10041291	0	0	1	1	0	1
Lus10036230	1	1	1	1	0	1
Lus10008057	1	1	0	0	0	1
Lus10013972	1	0	1	1	0	1
Lus10005772	0	0	0	0	0	1
Lus10000531	1	1	0	0	0	1
Lus10009835	1	1	1	1	0	1
Lus10017982	0	0	1	1	0	1
Lus10023806	1	0	1	1	0	1
Lus10018382	1	0	1	1	0	1
Lus10014950	1	0	1	1	0	1
Lus10010578	0	0	1	1	0	1
Lus10038326	1	1	1	1	0	1
Lus10023814	1	1	1	1	0	1
Lus10022602	1	0	1	1	0	1
Lus10014232	0	0	1	1	0	1
Lus10027354	1	1	1	1	0	1
Lus10031199	1	0	1	1	0	1
Lus10034332	1	0	1	1	0	1
Lus10041951	1	0	1	0	0	1
Lus10010456	1	0	0	0	0	1
Lus10025470	1	0	1	1	0	1
Lus10037461	1	0	0	0	0	1
Lus10013292	1	1	1	1	0	1
Lus10038575	1	0	0	0	0	1
Lus10033332	1	1	1	1	0	1
Lus10027706	1	1	1	1	0	1
Lus10036387	1	0	0	0	0	1
Lus10023130	0	0	0	0	0	1
Lus10019311	1	0	1	1	0	1
Lus10016126	1	1	1	1	0	1
Lus10006112	1	1	1	1	0	1
Lus10033579	1	1	1	1	0	1
Lus10016003	1	0	1	1	0	1
Lus10043460	1	1	1	1	0	1
Lus10016269	0	0	0	0	0	1
Lus10011352	1	0	1	1	0	1
Lus10016618	1	0	1	0	0	1
Lus10011347	1	1	1	1	0	1
Lus10029729	1	0	1	1	0	1
Lus10007174	1	1	1	1	0	1
Lus10035238	1	1	1	1	0	1
Lus10022488	1	1	0	0	0	1
Lus10036112	1	0	1	1	0	1
Lus10009591	1	1	1	1	0	1
Lus10013913	1	0	0	0	0	1
Lus10042904	1	1	1	1	0	1
Lus10036559	1	1	1	1	0	1
Lus10017701	1	0	1	1	0	1
Lus10002046	1	0	1	1	0	1
Lus10038203	1	0	1	1	0	1
Lus10009865	1	0	1	0	0	1
Lus10015846	1	0	0	0	0	1
Lus10042249	1	1	0	1	0	1
Lus10029252	1	0	1	1	0	1
Lus10017263	0	1	1	0	0	1
Lus10004954	1	0	0	0	0	1
Lus10023137	0	0	0	0	0	1
Lus10003497	1	0	1	1	0	1
Lus10030581	1	0	1	1	0	1
Lus10020072	0	0	1	1	0	1
Lus10035342	1	0	1	1	0	1
Lus10028500	1	0	1	1	0	1
Lus10033986	1	0	0	0	0	1
Lus10016699	1	1	1	1	0	1
Lus10016237	0	1	0	0	0	1
Lus10029059	1	0	1	1	0	1
Lus10026477	0	0	1	1	0	1
Lus10029981	0	1	0	0	0	1
Lus10027038	1	1	0	0	0	1
Lus10003179	1	1	0	1	0	1
Lus10043179	0	0	1	1	0	1
Lus10042264	0	0	0	0	0	1
Lus10017809	1	1	1	1	0	1
Lus10013365	1	0	1	0	0	1
Lus10013040	1	0	0	0	0	1
Lus10036980	1	0	1	1	0	1
Lus10017011	0	0	0	0	0	1
Lus10013301	0	0	0	0	0	1
Lus10027219	1	1	0	0	0	1
Lus10037817	1	1	1	1	0	1
Lus10004785	0	0	1	1	0	1
Lus10028641	0	0	0	0	0	1
Lus10018122	0	1	1	1	0	1
Lus10004033	0	0	0	0	0	1
Lus10027044	0	1	0	0	0	1
Lus10041653	1	1	0	0	0	1
Lus10013122	0	0	0	0	0	1
Lus10040967	1	0	0	1	0	1
Lus10015904	0	0	1	1	0	1
Lus10020801	0	0	1	0	0	1
Lus10009929	1	0	1	1	0	1
Lus10027191	1	1	1	1	0	1
Lus10017739	1	0	1	1	0	1
Lus10011826	1	1	0	0	0	1
Lus10020777	1	0	0	0	0	1
Lus10021234	1	1	0	0	0	1
Lus10043010	1	0	1	1	0	1
Lus10011153	0	0	0	0	0	1
Lus10025493	1	1	1	1	0	1
Lus10026862	1	0	1	1	0	1
Lus10018855	1	1	1	1	0	1
Lus10043306	1	1	1	1	0	1
Lus10015553	1	0	1	0	0	1
Lus10039640	1	1	1	1	0	1
Lus10025561	0	0	1	1	0	1
Lus10024171	0	0	1	1	0	1
Lus10032793	1	0	1	1	0	1
Lus10005375	1	0	1	1	0	1
Lus10034384	0	0	1	1	0	1
Lus10027934	0	1	1	1	0	1
Lus10000340	1	0	1	1	0	1
Lus10017873	1	1	1	1	0	1
Lus10023901	1	0	0	1	0	1
Lus10005964	1	1	1	1	0	1
Lus10011464	1	0	1	1	0	1
Lus10012033	1	1	1	1	0	1
Lus10017323	0	1	0	1	0	1
Lus10038783	1	0	1	1	0	1
Lus10038872	0	0	1	1	0	1
Lus10004859	0	0	0	0	0	1
Lus10015979	0	0	0	1	0	1
Lus10005651	0	0	1	0	0	1
Lus10031563	1	1	1	1	0	1
Lus10008298	1	0	1	0	0	1
Lus10039478	1	0	1	0	0	1
Lus10007115	1	1	1	1	0	1
Lus10015062	0	0	0	0	0	1
Lus10040328	1	0	0	0	0	1
Lus10008391	1	0	1	1	0	1
Lus10014587	1	0	1	1	0	1
Lus10039663	0	0	0	0	0	1
Lus10010346	1	1	1	1	0	1
Lus10025667	1	0	0	0	0	1
Lus10025591	1	1	0	0	0	1
Lus10019693	1	0	1	1	0	1
Lus10003594	1	0	0	0	0	1
Lus10003240	1	1	0	1	0	1
Lus10024684	1	1	1	1	0	1
Lus10028594	1	0	0	0	0	1
Lus10027978	0	0	1	1	0	1
Lus10031160	1	0	0	1	0	1
Lus10026699	1	1	1	1	0	1
Lus10006226	0	0	0	0	0	1
Lus10020031	1	1	1	1	0	1
Lus10016075	1	1	1	1	0	1
Lus10030134	0	0	0	0	0	1
Lus10014897	1	0	0	0	0	1
Lus10013814	1	0	0	0	0	1
Lus10037094	1	1	1	1	0	1
Lus10035445	1	1	1	1	0	1
Lus10035040	1	1	0	0	0	1
Lus10032227	1	1	1	1	0	1
Lus10004896	1	1	1	1	0	1
Lus10037584	1	0	1	1	0	1
Lus10029216	1	1	0	0	0	1
Lus10015938	0	0	0	0	0	1
Lus10004683	1	0	0	0	0	1
Lus10004626	1	1	1	1	0	1
Lus10037524	1	0	1	1	0	1
Lus10008330	1	0	1	1	0	1
Lus10022789	1	0	1	1	0	1
Lus10019971	1	0	1	1	0	1
Lus10013358	1	0	0	0	0	1
Lus10022881	1	1	1	1	0	1
Lus10025460	1	1	1	1	0	1
Lus10025899	0	0	0	0	0	1
Lus10036982	1	0	0	0	0	1
Lus10034291	1	0	1	1	0	1
Lus10025213	1	1	1	1	0	1
Lus10027598	1	1	0	0	0	1
Lus10030822	1	1	1	1	0	1
Lus10039249	1	1	1	1	0	1
Lus10011091	1	0	0	0	0	1
Lus10038862	1	1	1	1	0	1
Lus10010660	1	1	0	0	0	1
Lus10024428	0	0	1	0	0	1
Lus10007891	1	0	0	0	0	1
Lus10040333	0	0	1	1	0	1
Lus10020798	1	0	1	1	0	1
Lus10013333	1	1	1	1	0	1
Lus10007395	1	0	1	1	0	1
Lus10006820	1	0	0	0	0	1
Lus10024822	1	1	1	1	0	1
Lus10019747	1	1	1	1	0	1
Lus10005142	0	1	1	1	0	1
Lus10007509	1	1	0	0	0	1
Lus10006719	0	0	0	0	0	1
Lus10008452	1	0	1	1	0	1
Lus10004527	1	1	0	0	0	1
Lus10021725	1	0	1	1	0	1
Lus10021032	1	1	0	0	0	1
Lus10019891	1	1	0	0	0	1
Lus10016707	0	0	1	1	0	1
Lus10016814	1	1	0	0	0	1
Lus10007774	1	0	1	1	0	1
Lus10022772	1	0	1	1	0	1
Lus10005439	1	0	0	1	0	1
Lus10039668	0	0	1	1	0	1
Lus10027726	0	0	1	1	0	1
Lus10027006	1	1	1	1	0	1
Lus10013443	1	1	1	1	0	1
Lus10008835	1	1	1	1	0	1
Lus10033578	1	0	0	0	0	1
Lus10005113	0	0	1	1	0	1
Lus10041424	0	0	1	1	0	1
Lus10030972	0	0	0	0	0	1
Lus10005877	1	0	0	0	0	1
Lus10030102	1	1	0	0	0	1
Lus10039536	1	0	0	0	0	1
Lus10005829	1	0	1	1	0	1
Lus10025926	1	1	0	1	0	1
Lus10014046	0	0	0	1	0	1
Lus10009616	0	0	0	0	0	1
Lus10006520	1	1	1	1	0	1
Lus10027990	1	1	0	1	0	1
Lus10009553	0	0	1	1	0	1
Lus10000381	0	1	1	1	0	1
Lus10009834	1	0	1	1	0	1
Lus10033820	1	1	0	0	0	1
Lus10012652	1	0	0	0	0	1
Lus10005494	1	1	1	1	0	1
Lus10010400	1	0	1	1	0	1
Lus10029956	1	0	1	1	0	1
Lus10004893	1	0	1	1	0	1
Lus10005793	1	0	1	1	0	1
Lus10013123	1	1	0	0	0	1
Lus10027182	1	1	1	0	0	1
Lus10013729	1	1	1	1	0	1
Lus10017443	1	1	0	0	0	1
Lus10025420	1	0	0	0	0	1
Lus10006883	0	0	1	1	0	1
Lus10029626	1	1	0	0	0	1
Lus10032489	0	0	0	0	0	1
Lus10004728	0	0	1	1	0	1
Lus10029984	0	0	1	1	0	1
Lus10030310	1	0	0	0	0	1
Lus10034742	1	0	1	0	0	1
Lus10035950	1	0	1	1	0	1
Lus10038219	1	0	0	0	0	1
Lus10030648	0	0	1	1	0	1
Lus10013369	1	0	1	1	0	1
Lus10020738	1	0	1	1	0	1
Lus10039595	1	1	1	1	0	1
Lus10009775	0	0	1	0	0	1
Lus10039894	1	1	1	1	0	1
Lus10014198	1	0	1	1	0	1
Lus10009002	1	0	1	0	0	1
Lus10019729	0	0	0	0	0	1
Lus10003969	1	0	1	1	0	1
Lus10033811	0	0	1	1	0	1
Lus10011418	0	0	1	0	0	1
Lus10043479	1	1	0	0	0	1
Lus10006207	1	1	1	1	0	1
Lus10031528	1	1	1	1	0	1
Lus10020840	0	0	0	0	0	1
Lus10011332	1	0	1	1	0	1
Lus10002478	1	0	0	0	0	1
Lus10036423	0	1	0	0	0	1
Lus10038236	1	1	1	1	0	1
Lus10011639	0	0	0	0	0	1
Lus10029415	0	1	0	0	0	1
Lus10042668	1	0	0	1	0	1
Lus10031289	1	0	1	1	0	1
Lus10039857	1	0	0	0	0	1
Lus10020308	1	1	0	1	0	1
Lus10019053	1	1	1	1	0	1
Lus10013666	0	0	0	0	0	1
Lus10025550	1	1	1	1	0	1
Lus10004523	1	1	0	0	0	1
Lus10027453	1	1	1	1	0	1
Lus10019927	1	1	0	0	0	1
Lus10020898	1	1	1	1	0	1
Lus10039074	1	1	0	1	0	1
Lus10035441	0	0	1	1	0	1
Lus10014165	1	1	1	1	0	1
Lus10038923	1	1	1	1	0	1
Lus10038974	1	0	0	0	0	1
Lus10012849	1	1	1	1	0	1
Lus10001562	1	0	1	1	0	1
Lus10024457	1	0	0	0	0	1
Lus10031497	1	1	1	1	0	1
Lus10041346	0	0	1	1	0	1
Lus10009636	1	1	1	1	0	1
Lus10029423	1	0	1	1	0	1
Lus10003668	0	1	1	1	0	1
Lus10031524	1	0	1	1	0	1
Lus10029732	1	1	1	1	0	1
Lus10010120	0	0	0	0	0	1
Lus10040341	1	1	1	1	0	1
Lus10015160	1	1	1	1	0	1
Lus10026414	0	0	1	1	0	1
Lus10003804	0	1	1	1	0	1
Lus10012248	1	0	1	1	0	1
Lus10008178	1	1	1	1	0	1
Lus10031545	1	0	1	1	0	1
Lus10036780	0	0	1	1	0	1
Lus10028322	1	1	1	1	0	1
Lus10003433	0	0	0	0	0	1
Lus10015533	1	1	1	1	0	1
Lus10039873	1	1	0	0	0	1
Lus10038594	1	0	1	1	0	1
Lus10023030	0	0	0	0	0	1
Lus10036906	1	0	1	1	0	1
Lus10041879	1	1	0	1	0	1
Lus10023529	1	1	1	1	0	1
Lus10013010	1	0	1	1	0	1
Lus10018749	1	0	1	1	0	1
Lus10013868	1	1	1	1	0	1
Lus10001588	1	1	1	1	0	1
Lus10037950	1	1	1	1	0	1
Lus10008949	1	1	1	1	0	1
Lus10025002	0	0	1	1	0	1
Lus10009953	1	1	1	1	0	1
Lus10032330	1	1	0	1	0	1
Lus10012258	1	0	1	1	0	1
Lus10018103	1	1	1	1	0	1
Lus10008368	1	1	0	0	0	1
Lus10027102	1	0	1	1	0	1
Lus10004364	1	0	1	1	0	1
Lus10022624	1	1	1	1	0	1
Lus10038805	0	0	1	1	0	1
Lus10035171	1	1	1	1	0	1
Lus10013013	1	1	1	1	0	1
Lus10036577	1	0	1	1	0	1
Lus10027652	1	1	1	0	0	1
Lus10031797	0	1	1	1	0	1
Lus10022574	1	1	0	0	0	1
Lus10008657	1	0	1	1	0	1
Lus10018642	1	0	1	1	0	1
Lus10016127	0	0	0	0	0	1
Lus10031308	1	1	1	1	0	1
Lus10011102	1	1	1	1	0	1
Lus10031443	1	1	0	1	0	1
Lus10019129	1	1	1	1	0	1
Lus10006584	1	1	1	1	0	1
Lus10024128	1	1	1	1	0	1
Lus10022219	1	1	0	0	0	1
Lus10011008	1	1	1	1	0	1
Lus10029075	1	1	0	0	0	1
Lus10038439	1	0	1	1	0	1
Lus10013221	1	0	1	1	0	1
Lus10011441	0	0	1	1	0	1
Lus10036579	1	0	1	1	0	1
Lus10013488	0	0	1	1	0	1
Lus10018694	1	1	1	1	0	1
Lus10022999	0	0	0	0	0	1
Lus10042997	1	1	0	0	0	1
Lus10035936	1	1	1	1	0	1
Lus10013304	0	0	1	1	0	1
Lus10020335	1	0	0	0	0	1
Lus10038200	1	0	0	0	0	1
Lus10024901	1	1	0	0	0	1
Lus10031228	0	0	1	1	0	1
Lus10039513	1	1	1	1	0	1
Lus10013218	1	0	1	1	0	1
Lus10020235	1	1	0	1	0	1
Lus10030208	0	0	1	1	0	1
Lus10027719	1	1	0	0	0	1
Lus10002576	1	1	0	1	0	1
Lus10013278	1	0	0	0	0	1
Lus10034966	1	1	0	0	0	1
Lus10016116	0	0	1	1	0	1
Lus10030407	1	0	1	1	0	1
Lus10039939	1	0	0	0	0	1
Lus10016285	1	0	1	1	0	1
Lus10002912	1	1	0	0	0	1
Lus10010251	1	1	1	1	0	1
Lus10020303	0	0	1	1	0	1
Lus10027357	1	0	1	1	0	1
Lus10028775	0	1	1	0	0	1
Lus10010155	1	1	0	1	0	1
Lus10042652	0	1	1	1	0	1
Lus10036659	1	0	1	1	0	1
Lus10017570	1	0	1	1	0	1
Lus10021747	1	1	0	0	0	1
Lus10013606	1	0	1	1	0	1
Lus10040373	1	1	1	1	0	1
Lus10020818	1	1	1	1	0	1
Lus10024816	1	0	1	1	0	1
Lus10030517	0	0	0	1	0	1
Lus10016964	0	0	0	0	0	1
Lus10014960	1	1	1	1	0	1
Lus10003100	0	0	1	1	0	1
Lus10010307	1	1	0	0	0	1
Lus10010222	1	0	1	1	0	1
Lus10032731	1	0	1	1	0	1
Lus10014001	1	1	1	1	0	1
Lus10022953	0	0	0	0	0	1
Lus10036008	1	0	0	0	0	1
Lus10033510	1	1	1	1	0	1
Lus10017403	1	1	1	1	0	1
Lus10016858	1	1	0	1	0	1
Lus10035893	0	0	0	0	0	1
Lus10023178	1	1	0	0	0	1
Lus10004711	1	0	0	0	0	1
Lus10007967	1	1	1	1	0	1
Lus10035408	0	0	0	0	0	1
Lus10022588	1	1	1	1	0	1
Lus10014886	1	1	1	1	0	1
Lus10012303	1	0	1	1	0	1
Lus10042418	0	0	1	1	0	1
Lus10024905	1	1	1	1	0	1
Lus10037084	1	1	1	1	0	1
Lus10030301	0	0	1	1	0	1
Lus10005516	0	0	1	1	0	1
Lus10037260	1	1	0	0	0	1
Lus10028214	1	1	1	1	0	1
Lus10009911	0	0	0	0	0	1
Lus10009026	1	1	1	1	0	1
Lus10013115	1	1	1	1	0	1
Lus10034800	0	1	0	0	0	1
Lus10041810	1	1	1	1	0	1
Lus10015156	1	1	1	1	0	1
Lus10035934	1	0	0	0	0	1
Lus10011436	1	1	0	0	0	1
Lus10041142	1	1	1	1	0	1
Lus10017953	1	0	1	1	0	1
Lus10033678	1	1	1	1	0	1
Lus10018653	0	0	1	1	0	1
Lus10003636	1	0	1	1	0	1
Lus10021893	0	1	0	0	0	1
Lus10001374	1	0	1	1	0	1
Lus10041457	0	0	0	1	0	1
Lus10026803	1	1	1	1	0	1
Lus10024132	1	1	1	1	0	1
Lus10029134	1	0	1	1	0	1
Lus10034560	1	0	1	1	0	1
Lus10035453	1	0	1	1	0	1
Lus10032502	1	1	1	1	0	1
Lus10037233	1	1	1	1	0	1
Lus10003436	1	1	1	1	0	1
Lus10013848	1	0	0	0	0	1
Lus10016177	1	0	0	0	0	1
Lus10014824	0	1	0	0	0	1
Lus10029122	1	0	1	1	0	1
Lus10010156	1	0	1	1	0	1
Lus10031298	1	1	0	1	0	1
Lus10040582	0	0	1	1	0	1
Lus10021131	1	1	1	1	0	1
Lus10036526	1	0	1	1	0	1
Lus10006382	1	1	1	1	0	1
Lus10020523	1	1	1	1	0	1
Lus10037158	1	1	1	1	0	1
Lus10030220	1	1	1	1	0	1
Lus10032857	1	1	1	1	0	1
Lus10043114	0	0	1	1	0	1
Lus10022454	1	1	1	1	0	1
Lus10035998	1	1	1	1	0	1
Lus10019103	1	0	1	1	0	1
Lus10021475	1	1	0	0	0	1
Lus10035666	0	1	1	1	0	1
Lus10041728	1	1	1	1	0	1
Lus10025961	1	1	1	1	0	1
Lus10033955	1	0	1	1	0	1
Lus10029610	0	0	0	0	0	1
Lus10039615	1	1	1	1	0	1
Lus10039535	0	0	1	1	0	1
Lus10041780	1	1	0	0	0	1
Lus10042194	1	1	1	0	0	1
Lus10003792	1	1	1	1	0	1
Lus10039778	1	1	1	1	0	1
Lus10000422	0	0	1	1	0	1
Lus10039642	0	0	1	1	0	1
Lus10030237	1	0	1	1	0	1
Lus10018903	0	1	1	1	0	1
Lus10034276	1	1	0	1	0	1
Lus10037720	0	0	1	1	0	1
Lus10034703	1	1	0	1	0	1
Lus10015427	1	0	1	1	0	1
Lus10013573	1	1	1	0	0	1
Lus10036632	0	0	0	1	0	1
Lus10030924	0	0	1	1	0	1
Lus10030715	1	0	1	1	0	1
Lus10031206	1	0	1	1	0	1
Lus10025058	1	1	0	1	0	1
Lus10025771	1	0	0	0	0	1
Lus10032844	1	1	1	1	0	1
Lus10026538	1	0	1	1	0	1
Lus10036595	0	0	1	1	0	1
Lus10033723	1	0	1	1	0	1
Lus10015531	0	0	1	1	0	1
Lus10025431	0	0	0	0	0	1
Lus10039983	0	0	0	0	0	1
Lus10035581	0	0	1	1	0	1
Lus10033078	1	1	1	1	0	1
Lus10028644	1	1	0	1	0	1
Lus10019248	1	0	1	1	0	1
Lus10033479	0	0	0	0	0	1
Lus10004362	1	1	1	1	0	1
Lus10041148	0	1	1	1	0	1
Lus10039570	1	1	1	1	0	1
Lus10036964	0	0	0	1	0	1
Lus10009140	1	1	1	1	0	1
Lus10026738	1	1	1	1	0	1
Lus10035394	1	0	1	1	0	1
Lus10018541	1	0	1	1	0	1
Lus10029155	0	0	0	0	0	1
Lus10022586	0	0	0	1	0	1
Lus10037321	1	1	1	1	0	1
Lus10023294	1	1	1	0	0	1
Lus10042463	1	1	1	1	0	1
Lus10011177	1	1	0	0	0	1
Lus10040643	0	0	0	0	0	1
